         16709981 function calls (15665525 primitive calls) in 593.557 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      596    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/registration.py:268(onnx_symbolic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/extra/hip/libdevice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/visualization.py:1(<module>)
      259    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:145(<listcomp>)
       18    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_logging/_internal.py:530(getArtifactLogger)
        6    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/polynomialring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/conventions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:768(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_property_bag.py:4(<module>)
      347    0.000    0.000    0.000    0.000 {built-in method unicodedata.lookup}
      335    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/scanner.py:731(check_plain)
      843    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      172    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/decorator.py:178(public)
      107    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/codecs.py:319(decode)
      260    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:1720(_signature_get_user_defined_method)
       32    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:586(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/lists.py:3(<module>)
       40    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_reqs.py:1(<module>)
       97    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:316(_calculate_fan_in_and_fan_out)
      596    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/registration.py:77(set_base)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/concrete/expr_with_limits.py:1(<module>)
      964    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/utils.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_sympy/solve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/pkgutil.py:504(extend_path)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/integerring.py:1(<module>)
      761    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:402(_field_assign)
      101    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/common.py:499(get_compression_method)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/fx/experimental/symbolic_shapes.py:1088(EqualityConstraint)
      308    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/expr.py:43(Expr)
       22    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/lazy.py:129(_create_realize_and_forward)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/singleton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/tensor/array/ndim_array.py:1(<module>)
     2004    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/common.py:137(__exit__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/sets/conditionset.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/posixpath.py:396(_joinrealpath)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_ops.py:997(__getattr__)
       20    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/decorator.py:311(deprecated_decorator)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polytools.py:105(Poly)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/side_effects.py:2(<module>)
       10    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:771(__subclasscheck__)
       31    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       31    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:175(expect_first_document_start)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/common.py:141(is_url)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/common.py:117(close)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/numpy.py:1(<module>)
       41    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/groundtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/expressions/determinant.py:1(<module>)
      160    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:505(<dictcomp>)
       50    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/sympify.py:488(_sympify)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/fx/experimental/symbolic_shapes.py:1533(DimConstraints)
       30    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:1060(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/functions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/depends.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/argparse.py:1877(consume_optional)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/reader.py:59(__init__)
      100    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/optim/optimizer.py:107(_stack_if_compiling)
      700    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/util.py:48(debug)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/tensor/array/array_comprehension.py:1(<module>)
      202    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_funcs.py:21(is_public_function)
      240    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/os.py:800(fsencode)
      235    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:330(from_int)
       13    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:225(ones_)
      259    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/iterables.py:3083(is_sequence)
        8    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:878(__class_getitem__)
      213    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/ctx_fp.py:51(_wrap_specfun)
      140    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/testing/_internal/logging_tensor.py:3(<module>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/formats/csvs.py:310(<listcomp>)
      687    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_ndarray.py:184(ndarray)
      186    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/functools.py:487(lru_cache)
       21    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sre_compile.py:411(_mk_bitmap)
       11    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/pathlib.py:1402(exists)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/kind.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyoptions.py:295(Wrt)
      523    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:324(__eq__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/optim/optimizer.py:987(add_param_group)
      400    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_pytree.py:395(_tuple_flatten)
      100    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/backends/cuda/__init__.py:34(is_built)
    78/70    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:701(<listcomp>)
       40    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/fx/diagnostics.py:2(<module>)
       13    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/nn/init.py:59(_no_grad_fill_)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/gaussiandomains.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/library.py:62(__init__)
      155    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/enum.py:417(__setattr__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_functorch/_aot_autograd/utils.py:2(<module>)
     1114    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:669(<genexpr>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/cache.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/decorators.py:98(priority_decorator)
      201    0.000    0.000    0.000    0.000 {built-in method torch._C._get_privateuse1_backend_name}
       10    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/numpy/core/numeric.py:290(full)
       43    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/logging/__init__.py:1335(_fixupParents)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/core.py:714(tensor)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/nonhomogeneous.py:1(<module>)
      843    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
      503    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/facts.py:579(__init__)
       98    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:295(_class_escape)
     1833    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/symbol.py:319(__new__)
      100    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/threading.py:258(_acquire_restore)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/formats/csvs.py:208(write_cols)
       15    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/internals/managers.py:1098(iget_values)
      100    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
      515    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:72(isclass)
      292    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sre_parse.py:168(__setitem__)
       20    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/selectors.py:247(unregister)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/ctx_mp.py:96(init_builtins)
      113    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/typing_extensions.py:2655(_check_generic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/ctx_iv.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/urllib/parse.py:377(urlparse)
